"LEGAL_NAME","ACCOUNT_TYPE_CODE","ACCOUNT_TYPE","PHYSICAL_ADDRESS_STATE","Physical_Address_ZIP_Code1"
"DANNY L SMALLING","9999","No Occupational License","LA","70560"
"GEAUX GET IT LLC","1520","Service/Rental/Etc","LA","70815"
"ABU SABER INC","1525","Retail Dealer","LA","70806"
"BEYOND BLESSED ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70806"
"S O S SECURITY INC","1520","Service/Rental/Etc","LA","70802"
"LOUISIANA CATERING & FINE CUISINE LLC","9999","No Occupational License","LA","70466"
"TOP CHOICE INC","2023","Rolling Vendor","LA","70805"
"LAW OFFICE OF KYLE MARIONNEAUX LLC","2090","Professional","LA","70810"
"CTG MEDIA INC","1520","Service/Rental/Etc","LA","70806"
"PRM ENTERPRISES LLC","9999","No Occupational License","LA","70124"
"ELITE PORTABLE RESTROOMS & SHOWERS INC","9999","No Occupational License","LA","70506"
"CHRISTOPHER M AVANTS","9999","No Occupational License","LA","70791"
"DOLESE BROS CO","1622","Building Materials","LA","70805"
"ASHLEY FURNITURE HOMESTORE CLEARANCE CTR BR LLC","1525","Retail Dealer","LA","70816"
"D'S CLEANING LLC","1520","Service/Rental/Etc","LA","70810"
"COOKS CORALS LLC","1525","Retail Dealer","LA","70802"
"LUCRETIA C VACCARO","9999","No Occupational License","LA","70791"
"CAMPBELL ROOFING MATERIALS CO INC","9999","No Occupational License","LA","70123"
"H & H ROYALTY BEAUTY SUPPLY INC","1525","Retail Dealer","LA","70805"
"MATTHEW W FAUST","1525","Retail Dealer","LA","70817"
"CONTROL O FAX HEALTH SYSTEMS","9999","No Occupational License","LA","71006"
"YANKEEBELLE LLC","9999","No Occupational License","LA","70818"
"JOHN YORK","1610","Wholesale Dealer","LA","70810"
"IA ORCHARD HOTELS BATON ROUGE LLC","1520","Service/Rental/Etc","LA","70808"
"INTERGRATED MANAGEMENT SERVICES PA","2090","Professional","LA","70802"
"BATON ROUGE SMOCK MARKET LLC","1525","Retail Dealer","LA","70810"
"N R BUILDING SURPLUS LLC","1525","Retail Dealer","LA","70806"
"THE WAY TO GO LLC","1520","Service/Rental/Etc","LA","70806"
"LUIGI CATETLAN","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70816"
"SOUTHLAND FABRICATORS LLC","9999","No Occupational License","LA","70785"
"LA BOILERS INC","1525","Retail Dealer","LA","70810"
"METTAMORPHOSIS LLC","1520","Service/Rental/Etc","LA","70809"
"EJS TRANSPORTATION SERVICE LLC","1520","Service/Rental/Etc","LA","70714"
"LEON J RICKS","1525","Retail Dealer","LA","70817"
"PINEDAS BAKERY LLC","1525","Retail Dealer","LA","70809"
"CITY ENTERPRISES LLC","1525","Retail Dealer","LA","70806"
"C & C AUTOMOTIVE LLC","1520","Service/Rental/Etc","LA","70811"
"PRODUCTION QUEST INC","9999","No Occupational License","LA","71037"
"TAILGATE 2 GEAUX LLC","1525","Retail Dealer","LA","70802"
"TWINKLE PINK LLC","1525","Retail Dealer","LA","70805"
"CHANTA WEBSTER","1520","Service/Rental/Etc","LA","70805"
"QUIK PRINT OF NEW ORLEANS INC","9999","No Occupational License","LA","70123"
"JACKIE SHAFFER SR","1520","Service/Rental/Etc","LA","70807"
"HILS HIGH MAINTENANCE CATERING & CLEANING SERVICE","1520","Service/Rental/Etc","LA","70816"
"TRACY SMITH","1525","Retail Dealer","LA","70805"
"CROWNS ADVENTURES AT SEA INC","1520","Service/Rental/Etc","LA","70806"
"KENNETH D FRANKLIN","1520","Service/Rental/Etc","LA","70814"
"KINGDOM TRANSPORTATION LLC","1520","Service/Rental/Etc","LA","70811"
"MYKHAYLO KALYN","1520","Service/Rental/Etc","LA","70816"
"FOJ LLC","1520","Service/Rental/Etc","LA","70814"
"NEW HORIZONS COMMUNITY SERVICES INC","1520","Service/Rental/Etc","LA","70816"
"BRIAN TIMS","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"JONATHAN JOHNSON","2640","Retail Autos & Boats","LA","70815"
"ENVIRONMENTAL CLEANING & RESTORATION LLC","1520","Service/Rental/Etc","LA","70809"
"EAGLE ONE INC","1520","Service/Rental/Etc","LA","70805"
"ST CYR AIRCRAFT LLC","1520","Service/Rental/Etc","LA","70809"
"CHRISTOPHER M JELL","1520","Service/Rental/Etc","LA","70815"
"JUDY ANNE  SMITH","1520","Service/Rental/Etc","LA","70811"
"LIGHTING MAJIC LLC","1525","Retail Dealer","LA","70810"
"KENNETH W  WOOLDRIDGE JR","1520","Service/Rental/Etc","LA","70817"
"GULF MATERIAL SALES LLC","9999","No Occupational License","LA","70433"
"PHILLIPS CRAWFISH LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70814"
"O REILLY AUTOMOTIVE INC","9999","No Occupational License","LA","70837"
"MODERN LANGUAGE SERVICES INC","1520","Service/Rental/Etc","LA","70808"
"RIBS & MORE LLC","9999","No Occupational License","LA","70739"
"AIRTOOL EQUIPMENT RENTAL INC","9999","No Occupational License","LA","70123"
"A NEW AMERICA MOVIE LLC","1520","Service/Rental/Etc","LA","70808"
"CLOVERSTREAM LLC","1520","Service/Rental/Etc","LA","70810"
"KRISTY BLANCHARD","1525","Retail Dealer","LA","70791"
"CAROLINA CAJUN LLC","1525","Retail Dealer","LA","70836"
"VIDRINES PORTABLE BUILDINGS LLC","9999","No Occupational License","LA","70737"
"DA & T LLC","1525","Retail Dealer","LA","70805"
"SHAN KING LONGORIA & CARLOS P LONGORIA","1520","Service/Rental/Etc","LA","70812"
"OPEN FACE RECORDS LLC","1520","Service/Rental/Etc","LA","70806"
"TRENT STONES LLC","1525","Retail Dealer","LA","70814"
"JACKSON & JACKSON UNLIMITED LLC","1520","Service/Rental/Etc","LA","70815"
"FERNANDO DAWSON","1525","Retail Dealer","LA","70807"
"GEAUX CROSSFIT LLC","1520","Service/Rental/Etc","LA","70816"
"GMMC INVESTMENTS LLC","1520","Service/Rental/Etc","LA","70816"
"JAMES MARSHALL & ARTHUR SMITH","2710","Contractor","LA","70819"
"ACV ENTERPRISE LLC","1520","Service/Rental/Etc","LA","70817"
"HOUMAN MOWAFAGH","2640","Retail Autos & Boats","LA","70816"
"A ACADIAN INC","1525","Retail Dealer","LA","70802"
"A NEW AMERICA MOVIE LLC","1610","Wholesale Dealer","LA","70808"
"PETIT & ASSOCIATES LLC","1610","Wholesale Dealer","LA","70806"
"MAYHALL & BLAIZE LLC","2090","Professional","LA","70808"
"AROMA SENSES LLC","2022","Promoter","LA","70805"
"ALLISON DICHARRY","1520","Service/Rental/Etc","LA","70810"
"FIDELITY FIRST HEALTH CARE SERVICES LLC","1520","Service/Rental/Etc","LA","70802"
"GRACE NOTES VIOLIN STUDIO LLC","1520","Service/Rental/Etc","LA","70808"
"THOMAS PLACE RECOVERY HOUSE INC","1520","Service/Rental/Etc","LA","70805"
"NOMEGE FILM & AUDIO LLC","1520","Service/Rental/Etc","LA","70819"
"STUDIO 126 HAIR SALON LLC","1520","Service/Rental/Etc","LA","70802"
"LA POSH LLC","1520","Service/Rental/Etc","LA","70814"
"JULIE RICHARD","1610","Wholesale Dealer","LA","70817"
"V'AGIZE GIFT WRAPPING & THINGS LLC","1520","Service/Rental/Etc","LA","70815"
"PAPARAZZI ELITE SALON LLC","1520","Service/Rental/Etc","LA","70815"
"PRESCIENCE INVESTMENT GROUP LLC","1820","Commissioned Services","LA","70801"
"T PAULS IN BATON ROUGE LLC","1520","Service/Rental/Etc","LA","70806"
"JOSEPH S PRICE","1525","Retail Dealer","LA","70805"
"KENNY MITCHELL","1520","Service/Rental/Etc","LA","70815"
"ATLAS COPCO COMPRESSORS LLC","1525","Retail Dealer","LA","70817"
"DAVID W BRADSHAW","2710","Contractor","LA","70816"
"AFTER SIGNATURE PRODUCTION INC","1520","Service/Rental/Etc","LA","70809"
"DIVINE 3 NEMT SERVICE LLC","1520","Service/Rental/Etc","LA","70806"
"TRACEY R RANSOME","1525","Retail Dealer","LA","70806"
"CYBER SOUNDS MEDIA GROUPS PUBLISHING CO LLC","1520","Service/Rental/Etc","LA","70805"
"B & M GRAPHICS AND WINDOW FILMS LLC","1520","Service/Rental/Etc","LA","70816"
"LILLIE R LEWIS  PBC","1520","Service/Rental/Etc","LA","70811"
"GMEA LLC","9999","No Occupational License","LA","70739"
"ANTHONY PETER BERNARD","1520","Service/Rental/Etc","LA","70805"
"UWE H GRUENING","1520","Service/Rental/Etc","LA","70808"
"GAT ENTERPRISES INC","1520","Service/Rental/Etc","LA","70807"
"ABRAM MITCHELL","1520","Service/Rental/Etc","LA","70816"
"CAJUN PORTABLE SERVICES LLC","1520","Service/Rental/Etc","LA","70817"
"FABRE ENTERPRISES LLC","2090","Professional","LA","70809"
"VIEN DONG BIDA LLC","1520","Service/Rental/Etc","LA","70815"
"WANDA WALLS THOMAS","1520","Service/Rental/Etc","LA","70817"
"PARKER STREET INVESTORS LLC","1525","Retail Dealer","LA","70836"
"ABC HOME IMPROVEMENTS LLC","2710","Contractor","LA","70816"
"ST JAMES CONTRACTORS INC","2710","Contractor","LA","70816"
"DIGITAL ENGINEERING & IMAGING INC","2090","Professional","LA","70802"
"DRS HORNSBY REGAN & CASADABAN LLC","2090","Professional","LA","70808"
"BROWN AND CALDWELL INC","2090","Professional","LA","70801"
"WADDELL ANDERMAN LLC","2090","Professional","LA","70816"
"HIGH SCORE VIDEO GAMING CENTER LLC","9999","No Occupational License","LA","70714"
"SUNA TUMAY MORGAN","1610","Wholesale Dealer","LA","70806"
"WILLIAM DAVID BROWN","2060","Special Events","LA","70815"
"LOUISIANA KAYAK FISHING ASSOCIATION LLC","1525","Retail Dealer","LA","70806"
"MAINO STORAGE #3 LLC","1520","Service/Rental/Etc","LA","70815"
"ROUX'S AUTOMOTIVE LLC","1520","Service/Rental/Etc","LA","70815"
"LOUISIANA KAYAK FISHING ASSOCIATION LLC","1525","Retail Dealer","LA","70806"
"MEISTER ENTERPRISES LLC","1820","Commissioned Services","LA","70809"
"TAM EMILY HUYNH LLC","1520","Service/Rental/Etc","LA","70816"
"MAINO STORAGE # 1 LLC","1520","Service/Rental/Etc","LA","70815"
"BATON ROUGE GREEN ASSOCIATION INC","9999","No Occupational License","LA","70802"
"GARCIA SHEET METAL SUPPLY LLC","9999","No Occupational License","LA","70769"
"TNT RENTAL TOOLS LLC","9999","No Occupational License","LA","70529"
"SIDNEY J JOSEPH","1520","Service/Rental/Etc","LA","70815"
"MATTHEW A THOMAS JR","1520","Service/Rental/Etc","LA","70807"
"SIDDIQ MUMIN","2023","Rolling Vendor","LA","70809"
"SEDRIC CURRY","9999","No Occupational License","LA","70714"
"ENVIRONMENTAL BUSINESS SPECIALISTS LLC","9999","No Occupational License","LA","70448"
"LANTEC OF LOUISIANA LLC","1520","Service/Rental/Etc","LA","70816"
"TANNER LYMAN","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"BERNARD SMITH","1520","Service/Rental/Etc","LA","70805"
"SHIV SERVICES LLC","1520","Service/Rental/Etc","LA","70816"
"ROGERS & MCDANIEL LTD","1525","Retail Dealer","LA","70808"
"WILLIAM ROOSEVELT BOWYER","1525","Retail Dealer","LA","70816"
"STEPHANIE SCOTT","1525","Retail Dealer","LA","70812"
"LOVE CULTURE INC","1525","Retail Dealer","LA","70836"
"K & M AUTOMOTIVE INC","1520","Service/Rental/Etc","LA","70810"
"JAMES B MANDA","1520","Service/Rental/Etc","LA","70810"
"CHESTER ENGINEERS INC","2090","Professional","LA","70802"
"GMC & COMPANY INC","1520","Service/Rental/Etc","LA","70802"
"TRANSAID LLC","1520","Service/Rental/Etc","LA","70806"
"C & Z IMPORTS LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70836"
"TRENICE ROBERTSON","1520","Service/Rental/Etc","LA","70808"
"TAMANTHONY WILSON","1520","Service/Rental/Etc","LA","70815"
"HENRY L BLAKES","1520","Service/Rental/Etc","LA","70814"
"R. TERRELL ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70802"
"PANKY BENNIE","1520","Service/Rental/Etc","LA","70806"
"LOUISIANA HOME HEALTHCARE PARTNERS LLC","1520","Service/Rental/Etc","LA","70806"
"WILSON MAINTENANCE & CONSTRUCTION LLC","2710","Contractor","LA","70806"
"T & L HAIR SALON LLC","1520","Service/Rental/Etc","LA","70815"
"SOUTHERN MEDICAL IMAGING CONSULTANTS LLC","1520","Service/Rental/Etc","LA","70808"
"JEREMY HALFORD","1610","Wholesale Dealer","LA","70814"
"TRUC T NGO","1520","Service/Rental/Etc","LA","70817"
"BAYOU BOOTH MAINTENANCE LLC","9999","No Occupational License","LA","70739"
"SUCKERS LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70809"
"GASTON COMPUTER SERVICES LLC","1520","Service/Rental/Etc","LA","70806"
"GOOD LIFE TRANSPORT SERVICE LLC","1520","Service/Rental/Etc","LA","70805"
"SUPER NAIL ART LLC","1520","Service/Rental/Etc","LA","70815"
"DATEXEL USA LLC","1525","Retail Dealer","LA","70809"
"STEVENS & BICKETT LLC","2090","Professional","LA","70806"
"ANNE BENNETT SMITH","1520","Service/Rental/Etc","LA","70808"
"RAMON S ARIAS","1525","Retail Dealer","LA","70816"
"FINANCE AMERICA BUSINESS GROUP LLC","1710","Finance Lending","LA","70801"
"HARBER E SMOTHERS","2710","Contractor","LA","70806"
"GET YOUR SNOW TO GO LLC","1525","Retail Dealer","LA","70805"
"MADDGAME ENTERTAINMENT CO","1520","Service/Rental/Etc","LA","70806"
"CHILD DEVELOPMENT SERVICES INC","1520","Service/Rental/Etc","LA","70817"
"LA PETITE MASON OF LOUISIANA LLC","1525","Retail Dealer","LA","70817"
"HAROLD LEE","1520","Service/Rental/Etc","LA","70805"
"KNEISHA NICOLE FRANCOIS","1520","Service/Rental/Etc","LA","70802"
"SUZIE BEESON","1525","Retail Dealer","LA","70806"
"PHOENIX AUDIO & VIDEO SOLUTIONS LLC","1525","Retail Dealer","LA","70806"
"BYRON BARNES","2710","Contractor","LA","70791"
"FELS HOTEL GROUP LLC","1520","Service/Rental/Etc","LA","70810"
"TRIPOINT LLC","9999","No Occupational License","LA","70518"
"DMD JOB INVESTMENTS LLC","1525","Retail Dealer","LA","70814"
"THE HAVEN II LLC","1523","Nursing Home","LA","70810"
"AADI INVESTMENTS LLC","1525","Retail Dealer","LA","70808"
"DATACOM LLC","9999","No Occupational License","LA","70506"
"FELICIANA WINDSHIELD REPAIR & REPLACEMENT LLC","2640","Retail Autos & Boats","LA","70819"
"CINDY LICHENSTEIN","9999","No Occupational License","LA","70301"
"EDWARD D JONES & CO LP","1820","Commissioned Services","LA","70817"
"EDWARD D JONES & CO LP","1820","Commissioned Services","LA","70810"
"EDWARD D JONES & CO LP","1820","Commissioned Services","LA","70816"
"AIMEE FORREST","1520","Service/Rental/Etc","LA","70817"
"NANO RID LLC","1525","Retail Dealer","LA","70816"
"NEW TIER MEDIA GROUP LLC","1520","Service/Rental/Etc","LA","70808"
"BRAYANT HAMMETT & ASSOCIATES LLC","2090","Professional","LA","70802"
"FRENCH CONSTRUCTION LLC","2710","Contractor","LA","70817"
"ISIAH SMITH","1520","Service/Rental/Etc","LA","70811"
"SHANNON SLOAN THOMAS","9999","No Occupational License","LA","70726"
"BREW HA HA  INC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70806"
"VCG ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70810"
"ARMINE SHAHOYAN","1520","Service/Rental/Etc","LA","70820"
"MURPHY OIL USA INC","9999","No Occupational License","LA","70791"
"R M CENTRAL LLC","9999","No Occupational License","LA","70818"
"NANCY THOMAS","1525","Retail Dealer","LA","70816"
"KELISIA ROCHELLE ANDREWS","1520","Service/Rental/Etc","LA","70814"
"ABIDING TRANSPORTATION LLC","1520","Service/Rental/Etc","LA","70805"
"TRAVIS S CARTER","1525","Retail Dealer","LA","70806"
"DHR & ASSOCIATES INC","9999","No Occupational License","LA","70403"
"LASALLE & ASSOCIATES LLC","1520","Service/Rental/Etc","LA","70809"
"DAVID MARK GERALD","9999","No Occupational License","LA","70770"
"TAMESHIA S HASTEN","1520","Service/Rental/Etc","LA","70810"
"TAMESHIA S HASTEN","1520","Service/Rental/Etc","LA","70810"
"QUICK PRESSURE WASHING LLC","1520","Service/Rental/Etc","LA","70805"
"NORTH AMERICAN FINANCIAL GROUP LLC","9999","No Occupational License","LA","70818"
"DARRYL L ROGERS","1525","Retail Dealer","LA","70805"
"BRANDI THOMAS & SANTANA FERRELL","1525","Retail Dealer","LA","70810"
"SEMAJ TRANSIT LLC","1520","Service/Rental/Etc","LA","70812"
"KYLE ASSOCIATES LLC","1520","Service/Rental/Etc","LA","70809"
"SHONETTA WILSON","1525","Retail Dealer","LA","70805"
"LAVIGNE OIL COMPANY OF BATON ROUGE LLC","1530","Retail Dealer of Motor Fuels","LA","70815"
"PRINTERLAND LLC","9999","No Occupational License","LA","70737"
"EDR CONSTRUCTION LLC","2710","Contractor","LA","70806"
"KIT A LICIOUS LLC","1525","Retail Dealer","LA","70817"
"LAVIGNE LOGISTICS LLC","1520","Service/Rental/Etc","LA","70816"
"DO TRIO-B OPERATIONAL ENTERPRISES LP","1525","Retail Dealer","LA","70809"
"JACQUELINE D STUART (GRIFFIN)","1525","Retail Dealer","LA","70815"
"BUBBLES & SUDS LLC","1520","Service/Rental/Etc","LA","70808"
"EVETTE VESSELL","1525","Retail Dealer","LA","70802"
"LAVIGNE OIL COMPANY OF BATON ROUGE LLC","1530","Retail Dealer of Motor Fuels","LA","70806"
"WAITUKUBULI CUISINE LLC","1520","Service/Rental/Etc","LA","70817"
"GALLO MECHANICAL SERVICES LLC","9999","No Occupational License","LA","70809"
"GEAUX HYDROPONICS LLC","1525","Retail Dealer","LA","70817"
"DEZIE PERKINS","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70814"
"CAROLINA FURNITURE COLLECTION LEASING CO INC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"TIGER TITLE CLOSINGS LLC","1520","Service/Rental/Etc","LA","70816"
"TONILYN R NORRIS","1525","Retail Dealer","LA","70808"
"VINCENT ARNOLD","1520","Service/Rental/Etc","LA","70806"
"SWEET TEA DRESSES & GIFTS LLC","1525","Retail Dealer","LA","70817"
"ISAAC HUBBARD","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70807"
"CHAREL KENNEDY","9999","No Occupational License","LA","70791"
"DANA PRICE","1520","Service/Rental/Etc","LA","70806"
"LEON TURNER JR","1520","Service/Rental/Etc","LA","70815"
"LOLA BOUTIQUE LLC","1525","Retail Dealer","LA","70808"
"ACADIANA VALVE SERVICES & SUPPLY LLC","9999","No Occupational License","LA","70510"
"FIRST CARE PHYSICIANS HOSPITAL SPECIALISTS INC","2090","Professional","LA","70806"
"HOPE Y LEGE","1520","Service/Rental/Etc","LA","70815"
"DA' SEAN I MARIONEAUX","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70811"
"JOHNNY POTS LLC","9999","No Occupational License","LA","70460"
"APEX MAPPING SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70816"
"AMYS FOOD MART INC","1525","Retail Dealer","LA","70805"
"JAVON AYO","1525","Retail Dealer","LA","70806"
"KEWIN LYN WALKER JR","1525","Retail Dealer","LA","70802"
"GOODWILL INDUSTRIES OF SE LA INC","9999","No Occupational License","LA","70816"
"VIOLESTER V TYLER","1520","Service/Rental/Etc","LA","70811"
"TINT LABS LLC","1520","Service/Rental/Etc","LA","70808"
"PROGRESSIVE BUILDINGS LLC","9999","No Occupational License","LA","70647"
"NOTREVO ENTERTAINMENT GROUP LLC","1520","Service/Rental/Etc","LA","70802"
"LICE BUSTERS OF LOUISIANA LLC","1520","Service/Rental/Etc","LA","70817"
"STACI ALVARADO","9999","No Occupational License","LA","70769"
"MOKA CHEERLEADING & DANCE ASSOCIATION","1520","Service/Rental/Etc","LA","70816"
"A MOTHERS TOUCH LLC","1520","Service/Rental/Etc","LA","70815"
"M A R C LLC","1520","Service/Rental/Etc","LA","70807"
"LENA MAE JOHNSON","1520","Service/Rental/Etc","LA","70805"
"HENRY J HAYES","1520","Service/Rental/Etc","LA","70810"
"B J'S AUTOMOTIVE LLC","1520","Service/Rental/Etc","LA","70806"
"LAWRENCE SQUARE","1520","Service/Rental/Etc","LA","70791"
"ADVANTAGE MEDICAL PROFESSIONALS LLC","1520","Service/Rental/Etc","LA","70816"
"SOBRIELLA LLC","1525","Retail Dealer","LA","70764"
"JILL CORKERN","9999","No Occupational License","LA","70739"
"MEBCED INC","1520","Service/Rental/Etc","LA","70806"
"THE ALTER EGO LLC","1520","Service/Rental/Etc","LA","70815"
"JOYCELYN JOHNSON","1525","Retail Dealer","LA","70806"
"CAROLYN M WILLIAMS","1525","Retail Dealer","LA","70816"
"BMR INVESTMENT GROUP LLC","1525","Retail Dealer","LA","70808"
"ARTISTIC DESIGNS FOR CONCRETE LLC","1520","Service/Rental/Etc","LA","70817"
"G-TOWN ENTERTAINMENT LLC","9999","No Occupational License","LA","71030"
"BEYOND THE CLUTTER LLC","1520","Service/Rental/Etc","LA","70811"
"BERTUCCI CONTRACTING COMPANY LLC","9999","No Occupational License","LA","70121"
"J & K TRADING POST LLC","9999","No Occupational License","LA","70714"
"CHARLES GRUENWALD JR MD A PROFESSIONAL CORP","2090","Professional","LA","70809"
"CAPITAL HEIGHTS VETERINARY CLINIC LLC","1520","Service/Rental/Etc","LA","70806"
"GILLEONS HOME FURNISHINGS INC","1525","Retail Dealer","LA","70815"
"KEVIN WRIGHT","1520","Service/Rental/Etc","LA","70805"
"ELITE MOTORSPORTS LLC","1525","Retail Dealer","LA","70809"
"FK FAB GROUP LLC","9999","No Occupational License","LA","70037"
"CARLA LEWIS","1520","Service/Rental/Etc","LA","70815"
"SPORTS PROMOTIONS GROUP LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70821"
"SMITHS AUTO WASH & DETAILING LLC","1520","Service/Rental/Etc","LA","70805"
"TOTAL LAWN SERVICES LLC","1520","Service/Rental/Etc","LA","70809"
"COUSINS AUTO SALES LLC","2640","Retail Autos & Boats","LA","70805"
"KIRK J BETHLEY","2710","Contractor","LA","70809"
"EDWARD HENDERSON","1520","Service/Rental/Etc","LA","70806"
"CAPITAL ELECTRICAL SERVICES LLC","2710","Contractor","LA","70816"
"GAUPP-WOZNIAK COMMUNICATIONS","1520","Service/Rental/Etc","LA","70810"
"LAGARDES MEDICAL TRANSPORTATION LLC","1520","Service/Rental/Etc","LA","70812"
"KAYLA PRECIOUS ARMSTRONG","1520","Service/Rental/Etc","LA","70805"
"THE CLASSY LADYS FASHION AND BOUTIQUE LLC","1525","Retail Dealer","LA","70811"
"JOE' S SEPTIC CONTRACTORS INC","9999","No Occupational License","LA","70345"
"NATIONAL COATINGS & SUPPLIES INC","1525","Retail Dealer","LA","70814"
"COLLISION CENTER LLC THE","1525","Retail Dealer","LA","70816"
"JAE Y KIM","1525","Retail Dealer","LA","70806"
"LIVING FOODS II LLC","1525","Retail Dealer","LA","70810"
"BYB INVESTMENTS LLC","1525","Retail Dealer","LA","70809"
